Compound Name,Lot,Attrition resistance,Thermal Stability,Average particle size,Particle size distribution,density,rare earth oxides,catalyst surface area,micropore surface area,zeolite surface area,X-ray fluorescence
Compound_790,Lot_2,80.9649,787.631,8.0748,1.4085,1.1955,4.3755,228.7208,52.3478,196.4786,0.8842
Compound_790,Lot_3,86.7616,781.4503,7.9359,1.3507,1.1532,4.2304,217.8882,53.4324,212.3143,0.9248
Compound_791,Lot_1,92.084,675.353,3.3249,2.1611,0.7938,4.8215,78.5091,80.7168,266.9436,0.5159
Compound_791,Lot_2,93.0756,682.6564,3.3389,2.1143,0.8507,4.9586,79.1918,83.6167,250.6773,0.4724
Compound_791,Lot_3,91.3391,637.9945,3.4643,2.1396,0.8108,5.1904,85.2696,78.4623,264.3194,0.485
Compound_792,Lot_1,100.0531,745.6436,5.6364,0.6097,0.8311,1.1985,210.9109,19.9215,139.8255,0.3906
Compound_792,Lot_2,95.9208,709.344,5.6124,0.6091,0.8415,1.2689,214.709,21.4745,151.8564,0.4277
Compound_792,Lot_3,101.3636,744.6053,5.7191,0.575,0.801,1.1657,231.1239,20.6137,152.1688,0.4222
Compound_793,Lot_1,92.1354,782.5651,2.5414,0.6714,1.5061,1.3623,253.6534,84.6923,390.2953,0.1648
Compound_793,Lot_2,95.9446,789.0696,2.6225,0.6565,1.4326,1.3154,263.4012,86.2607,416.7342,0.1651
Compound_793,Lot_3,94.291,850.8224,2.6698,0.6546,1.4941,1.3402,258.7537,89.5092,406.3267,0.1742
Compound_794,Lot_1,94.4666,867.1482,6.4176,1.1528,0.9761,0.6007,171.163,59.9657,239.396,0.4734
Compound_794,Lot_2,95.1074,790.3974,6.4203,1.1284,0.9556,0.5869,177.8026,60.1329,237.8015,0.4731
Compound_794,Lot_3,93.2354,826.3138,6.2698,1.2122,1.013,0.6401,177.953,63.1425,254.6265,0.4706
Compound_795,Lot_1,87.7559,782.7199,9.1518,0.7952,1.0973,0.734,197.2838,77.8759,460.56,0.2705
Compound_795,Lot_2,88.9575,756.1816,9.0765,0.7886,1.0728,0.6973,214.8089,77.2653,455.0887,0.2748
Compound_795,Lot_3,91.0364,810.1532,9.1959,0.8349,1.0561,0.706,211.8428,72.7842,494.9822,0.2716
Compound_796,Lot_1,98.4827,589.4371,6.4624,0.6028,1.3903,2.7787,215.7782,84.1129,159.5292,0.0371
Compound_796,Lot_2,97.9417,608.8538,6.4076,0.6318,1.3822,2.6786,207.291,83.2857,159.6822,0.037
Compound_796,Lot_3,99.4353,607.2395,6.7469,0.618,1.3895,2.5447,207.358,81.3681,163.0031,0.04
Compound_797,Lot_1,94.2304,687.6834,2.1285,1.4608,1.1803,0.1568,121.4334,13.5393,262.1606,0.903
Compound_797,Lot_2,99.8465,709.1305,2.0566,1.5118,1.2712,0.1443,119.2372,12.7099,278.2893,0.9128
Compound_797,Lot_3,94.8821,662.1076,2.115,1.3735,1.1753,0.152,121.6296,12.9086,270.819,0.8643
Compound_798,Lot_1,97.8244,807.9515,2.4169,2.2751,1.1255,0.7773,289.1104,77.9312,377.583,0.7332
Compound_798,Lot_2,95.379,788.8733,2.3915,2.4108,1.1886,0.7751,285.1344,78.4258,378.842,0.724
Compound_798,Lot_3,99.577,801.7353,2.3386,2.2273,1.1714,0.7669,272.7707,76.1435,397.85,0.6779
Compound_799,Lot_1,83.4577,664.8325,7.0521,0.9701,1.0579,4.053,251.482,50.517,434.5752,0.8556
Compound_799,Lot_2,87.6312,661.4819,7.1562,0.9429,1.0589,4.0697,250.1157,51.3872,434.6584,0.88
Compound_799,Lot_3,81.1822,679.816,7.2475,0.9363,1.1599,4.047,250.8299,50.1941,423.8019,0.8413
Compound_800,Lot_1,90.7666,665.2128,3.3701,1.13,0.9014,1.3065,105.097,48.5329,464.1806,0.1053
Compound_800,Lot_2,95.5322,685.9806,3.4414,1.081,0.8991,1.3715,100.6709,49.6284,445.7604,0.1024
Compound_800,Lot_3,92.7135,667.0331,3.4987,1.1145,0.919,1.3694,101.5991,48.6766,467.9682,0.1056
Compound_801,Lot_1,95.1963,837.4273,1.9089,2.4363,1.1452,1.7869,234.7949,33.6808,375.4607,0.0408
Compound_801,Lot_2,93.3189,783.7366,1.8211,2.2754,1.1618,1.7685,227.5584,33.8765,373.611,0.0378
Compound_801,Lot_3,93.1827,838.86,1.8621,2.4644,1.2028,1.9042,231.9992,32.4634,384.9469,0.0416
Compound_802,Lot_1,99.9386,738.3944,6.4508,0.9273,1.2213,3.7872,164.2405,64.8689,292.0591,0.8628
Compound_802,Lot_2,94.9129,716.9053,6.5928,0.9269,1.2414,4.0308,166.9553,63.0686,281.6163,0.8659
Compound_802,Lot_3,94.0424,718.6624,6.4775,0.9608,1.3112,3.8192,171.4807,64.8715,273.0392,0.8849
Compound_803,Lot_1,90.4727,813.4079,8.3368,1.352,0.9956,1.9494,243.7249,29.1889,322.9079,0.8275
Compound_803,Lot_2,92.9776,853.9905,8.2319,1.2934,0.9939,2.0969,253.7837,29.9694,317.1541,0.7679
Compound_803,Lot_3,93.1981,847.9574,8.1618,1.3423,0.975,1.9825,267.9223,31.9728,310.5751,0.811
Compound_804,Lot_1,87.5429,791.5334,3.3529,0.7016,1.3028,0.511,114.4682,89.1267,231.5247,1.0178
Compound_804,Lot_2,89.6048,825.8501,3.3548,0.6901,1.347,0.4973,121.4144,84.7118,248.4821,0.9459
Compound_804,Lot_3,90.2583,793.6677,3.215,0.7109,1.3022,0.4825,116.9866,86.7776,244.2946,0.9586
Compound_805,Lot_1,98.6598,708.1142,1.4046,1.8189,1.1508,0.5245,236.8575,13.2404,453.868,0.1356
Compound_805,Lot_2,101.128,693.7897,1.3401,1.8633,1.1045,0.5071,222.185,12.8813,465.969,0.1359
Compound_805,Lot_3,104.2306,678.6664,1.3153,1.825,1.098,0.4879,234.6782,13.1144,465.3108,0.1399
Compound_806,Lot_1,82.0172,637.725,9.7201,1.9123,1.3464,2.0769,135.9565,32.1496,295.7785,0.5417
Compound_806,Lot_2,84.5033,635.0937,9.7331,1.8715,1.3133,1.9727,131.5362,29.894,301.7242,0.5517
Compound_806,Lot_3,81.2817,653.024,9.8854,1.799,1.3674,1.9859,139.3503,31.2741,281.6604,0.5457
Compound_807,Lot_1,93.7616,646.3934,9.907,0.8037,1.4067,0.0665,173.4088,39.8237,268.5428,0.591
Compound_807,Lot_2,89.886,665.3797,9.2325,0.8758,1.5141,0.0716,162.5152,40.0908,281.76,0.564
Compound_807,Lot_3,90.9887,700.9715,9.085,0.8505,1.4604,0.0712,165.1361,38.9546,282.0789,0.5981
Compound_808,Lot_1,92.9209,706.2649,7.2882,1.8869,1.3719,1.2827,202.9463,62.7363,251.5307,0.4679
Compound_808,Lot_2,90.2816,723.6183,7.833,1.8024,1.3554,1.3063,203.4541,65.3604,252.5862,0.5068
Compound_808,Lot_3,87.0939,694.7862,7.8194,1.9269,1.3994,1.2599,210.7769,60.6426,250.789,0.4642
Compound_809,Lot_1,83.1814,638.5194,3.0138,0.7266,1.3386,3.1498,284.2371,73.0881,115.2256,0.8634
Compound_809,Lot_2,84.0753,637.4114,2.8149,0.7092,1.3317,3.3819,297.4927,77.9759,119.4865,0.9027
Compound_809,Lot_3,88.4737,623.6364,3.0252,0.707,1.2162,3.3473,292.7346,76.0617,117.3454,0.8826
Compound_810,Lot_1,96.2787,767.7945,6.4736,2.5142,1.1356,4.4535,69.9088,27.17,263.3201,0.5902
Compound_810,Lot_2,95.8677,737.5209,5.9621,2.4063,1.2045,4.5305,72.8042,27.731,286.1065,0.556
Compound_810,Lot_3,94.9289,736.5772,6.5465,2.494,1.1679,4.3625,70.712,27.0298,283.9934,0.5797
Compound_811,Lot_1,94.575,859.6992,4.2959,0.5864,1.3402,3.0367,101.7517,52.0217,396.7698,0.7983
Compound_811,Lot_2,95.8882,898.3843,4.4941,0.5835,1.3079,2.9072,96.4424,56.1254,388.0025,0.8049
Compound_811,Lot_3,99.3076,913.0237,4.5992,0.5633,1.3703,3.1532,95.0477,53.3904,379.1186,0.7758
Compound_812,Lot_1,86.5362,690.125,9.9747,1.7686,1.1137,1.3384,224.624,31.1008,173.6746,0.5484
Compound_812,Lot_2,87.4737,663.606,10.0996,1.8573,1.0488,1.4081,241.4481,30.4311,161.6582,0.5178
Compound_812,Lot_3,91.3602,669.2924,10.0688,1.8758,1.0926,1.3462,244.1448,31.7683,167.8716,0.5561
Compound_813,Lot_1,88.922,785.2289,2.0433,1.7369,1.0406,0.0,80.1772,96.412,458.6824,0.2272
Compound_813,Lot_2,86.7752,769.3499,2.1197,1.7473,1.0149,0.0,77.9392,90.4917,453.8631,0.2275
Compound_813,Lot_3,86.9243,781.9523,2.0997,1.8087,0.9789,0.0,80.4313,95.2984,457.6877,0.2257
Compound_814,Lot_1,97.14,757.4714,9.4691,1.2539,1.2501,0.3252,155.8538,93.3434,317.8153,0.3001
Compound_814,Lot_2,92.4786,772.1502,9.3734,1.2678,1.2986,0.3253,149.6879,99.1223,300.9428,0.3011
Compound_814,Lot_3,92.9141,752.9546,10.1697,1.2913,1.3108,0.3074,153.644,97.7947,322.9088,0.3017
Compound_815,Lot_1,79.8919,811.4154,6.9723,1.2417,1.4007,0.1057,127.2156,90.9027,220.0994,0.2483
Compound_815,Lot_2,79.9458,772.4486,6.5632,1.2979,1.3945,0.113,129.1218,93.4968,221.7118,0.2618
Compound_815,Lot_3,82.2046,784.5551,6.7517,1.2119,1.4478,0.11,124.1657,94.3589,238.3251,0.2485
Compound_816,Lot_1,89.3718,867.3276,1.9359,2.373,1.3996,0.9456,230.0654,43.244,260.0403,0.7836
Compound_816,Lot_2,90.0653,827.0147,1.9247,2.3772,1.3176,0.9467,236.7858,45.8092,258.3355,0.7731
Compound_816,Lot_3,92.6429,856.2992,1.9494,2.3002,1.3731,0.9466,218.5566,43.9319,261.1552,0.7979
Compound_817,Lot_1,95.1867,661.785,4.5699,1.5122,1.0128,1.7569,64.9641,74.2824,287.7277,0.1873
Compound_817,Lot_2,99.5226,611.0225,4.6254,1.4125,1.0166,1.8915,60.7134,72.6274,277.9416,0.1889
Compound_817,Lot_3,104.2072,628.2621,4.984,1.5254,1.1107,1.866,61.5172,68.9801,276.4083,0.1921
Compound_818,Lot_1,99.5086,861.368,5.2597,1.0469,1.2142,1.4497,104.4111,76.9489,118.1239,0.0917
Compound_818,Lot_2,97.2477,849.7638,5.3682,1.1499,1.1981,1.4266,113.1738,74.8888,115.2548,0.0964
Compound_818,Lot_3,97.9147,800.657,5.3562,1.0817,1.2629,1.448,110.6444,76.9148,113.2833,0.0924
Compound_819,Lot_1,79.1004,629.2136,1.6496,2.5156,0.9736,0.7788,109.8163,90.735,299.2176,0.3663
Compound_819,Lot_2,78.8451,668.5647,1.6191,2.5934,0.9621,0.7626,114.5033,92.2984,296.837,0.3632
Compound_819,Lot_3,83.8371,654.5,1.6433,2.5327,0.9559,0.7459,105.5927,92.5145,317.9672,0.3705
Compound_820,Lot_1,102.3003,694.9443,3.9786,0.9382,1.0337,1.5253,217.7423,35.6407,346.7691,0.0656
Compound_820,Lot_2,100.9881,746.3753,3.8825,0.9296,1.0403,1.516,227.5484,35.3115,325.7635,0.0647
Compound_820,Lot_3,94.5488,713.7941,3.9912,0.9017,1.1083,1.5547,209.0298,34.9004,338.2089,0.0665
Compound_821,Lot_1,87.6169,736.2625,9.1417,1.2026,1.2676,1.3012,79.0262,15.4253,230.2798,0.1613
Compound_821,Lot_2,85.2064,743.1161,9.0566,1.213,1.2066,1.2346,85.1382,14.8457,225.7713,0.1607
Compound_821,Lot_3,85.0483,726.1143,9.4169,1.24,1.3177,1.2172,78.1093,15.2586,218.4044,0.1563
Compound_822,Lot_1,87.636,851.0175,1.183,1.5987,1.0382,2.5978,196.5758,38.3906,226.6731,0.7677
Compound_822,Lot_2,83.2381,805.2604,1.142,1.6993,1.0439,2.5598,194.4095,37.1072,219.9688,0.7198
Compound_822,Lot_3,86.4369,846.0165,1.1772,1.5713,1.0164,2.6187,188.5503,36.9765,209.1417,0.7346
Compound_823,Lot_1,94.0212,662.1568,1.9227,2.3081,1.0872,2.6649,139.8054,20.6019,348.3502,0.5478
Compound_823,Lot_2,96.4557,644.9927,1.8385,2.3827,1.0641,2.865,134.5394,21.2689,341.6449,0.546
Compound_823,Lot_3,96.2805,645.4756,1.9576,2.1959,1.0429,2.7486,134.9387,21.096,343.2033,0.5181
Compound_824,Lot_1,82.46,756.2951,8.5693,1.7269,0.8981,2.8604,232.4904,85.2472,360.3458,0.1552
Compound_824,Lot_2,85.6853,764.9884,8.3195,1.7239,0.8433,2.8531,224.4887,78.5831,362.192,0.1505
Compound_824,Lot_3,81.4047,717.6308,7.7901,1.6112,0.876,2.8403,224.5184,82.3654,362.5418,0.1505
Compound_825,Lot_1,95.6536,791.1867,1.2374,1.2827,1.0824,3.208,104.0844,61.8298,469.9718,0.7921
Compound_825,Lot_2,92.3788,783.123,1.1813,1.3573,1.0043,3.4416,103.8744,60.4773,449.7137,0.8291
Compound_825,Lot_3,95.1685,777.8456,1.2449,1.3627,1.0155,3.369,101.8813,60.5268,460.6044,0.8179
Compound_826,Lot_1,98.0233,885.0853,1.0853,1.7428,1.0692,4.3482,108.0205,101.3113,334.1886,0.8041
Compound_826,Lot_2,97.9367,917.988,1.1359,1.6982,1.1083,4.1667,108.7031,102.5194,333.8853,0.7719
Compound_826,Lot_3,94.7913,890.8954,1.1462,1.7087,1.0936,4.2619,111.0977,98.9992,347.5146,0.7823
Compound_827,Lot_1,84.5745,625.771,7.5052,0.5665,1.406,0.0721,216.4807,42.5165,349.0532,0.6676
Compound_827,Lot_2,83.8162,657.7088,8.1876,0.5474,1.3242,0.0698,204.805,43.9119,344.6631,0.6869
Compound_827,Lot_3,85.5385,683.901,8.1846,0.5249,1.4034,0.0731,215.7986,41.6349,355.5518,0.7224
Compound_828,Lot_1,88.6151,619.3345,1.5796,1.7009,1.162,3.7726,170.5404,46.2717,255.6757,0.0258
Compound_828,Lot_2,87.8865,624.0134,1.66,1.7252,1.1276,3.8658,182.5251,48.6288,269.8307,0.0258
Compound_828,Lot_3,86.1701,606.1956,1.6229,1.6811,1.1775,3.5483,169.1345,47.6353,251.1714,0.0271
Compound_829,Lot_1,88.1731,877.2597,8.4576,1.1232,1.2342,4.4478,157.5378,11.9709,134.5649,0.4873
Compound_829,Lot_2,90.3191,889.7925,9.2713,1.1645,1.1789,4.4413,156.2047,12.0644,125.5572,0.5193
Compound_829,Lot_3,85.9408,934.9523,8.5807,1.1494,1.2279,4.4425,157.1755,11.5002,129.3041,0.4978
Compound_830,Lot_1,102.5442,774.9949,1.6736,0.883,1.3054,4.207,211.1648,67.629,107.1206,0.7905
Compound_830,Lot_2,102.151,794.2597,1.7107,0.8903,1.3315,4.2371,203.5437,70.7595,110.8627,0.7957
Compound_830,Lot_3,100.355,817.8964,1.6835,0.9181,1.3324,4.1477,204.2313,70.7214,116.6736,0.8675
Compound_831,Lot_1,93.1813,677.4996,7.2025,0.9177,0.7892,0.9757,93.6857,39.8534,261.4664,0.4948
Compound_831,Lot_2,98.1542,663.7864,7.5324,0.9178,0.853,0.9764,91.4189,41.1259,278.474,0.4903
Compound_831,Lot_3,91.6874,707.1658,7.0976,0.9068,0.8636,1.0406,93.1715,42.2363,269.1995,0.4867
Compound_832,Lot_1,91.3583,683.7393,1.2691,1.7945,1.0396,1.5134,265.6395,75.4488,451.6862,0.5033
Compound_832,Lot_2,92.7321,707.0086,1.2678,1.6802,1.0802,1.469,260.8012,77.6082,450.1082,0.4995
Compound_832,Lot_3,93.6089,667.4831,1.2439,1.7387,1.0878,1.4158,261.7329,75.3088,458.172,0.5131
Compound_833,Lot_1,80.8345,776.6827,2.766,1.3354,0.8238,4.0204,81.3257,89.6337,448.3562,0.4574
Compound_833,Lot_2,85.2199,845.3333,2.8226,1.3178,0.824,3.9656,80.225,92.6046,446.5327,0.4527
Compound_833,Lot_3,84.8281,779.0616,2.7725,1.4043,0.8204,4.2038,85.3766,94.3046,430.537,0.4656
Compound_834,Lot_1,94.1529,824.4669,8.6122,1.3093,1.4052,2.2392,280.09,52.9818,278.9734,0.8128
Compound_834,Lot_2,93.2762,810.7203,8.6369,1.4063,1.3292,2.3588,286.2076,55.3106,275.1615,0.7959
Compound_834,Lot_3,97.4868,806.3583,8.6115,1.2999,1.3292,2.3046,279.8137,52.7472,275.818,0.8097
Compound_835,Lot_1,100.365,734.3417,2.5296,1.4009,1.4793,3.8695,241.9568,13.1272,277.071,0.6771
Compound_835,Lot_2,100.2754,800.8038,2.5168,1.4383,1.4285,3.7977,246.0339,13.3005,291.2749,0.6512
Compound_835,Lot_3,99.5662,766.3709,2.5597,1.4574,1.5456,3.798,256.0667,13.513,287.5786,0.6787
Compound_836,Lot_1,93.3123,617.0571,8.4211,1.5925,0.9071,1.5459,116.9957,56.7401,116.2608,0.1634
Compound_836,Lot_2,93.9017,609.6508,8.2504,1.5368,0.9752,1.6436,124.5874,57.2678,116.3444,0.1523
Compound_836,Lot_3,97.6201,634.9567,9.0169,1.5662,0.9212,1.5265,123.7861,56.4839,120.4399,0.1653
Compound_837,Lot_1,98.6776,611.1651,2.9475,1.4505,1.1681,3.9042,156.2762,84.1069,356.8337,0.1175
Compound_837,Lot_2,94.7205,625.4301,2.992,1.4706,1.1244,3.6746,156.8566,83.2906,360.8699,0.1166
Compound_837,Lot_3,96.8587,671.3777,2.9663,1.4618,1.1536,3.8029,155.8034,77.3066,340.9708,0.1094
Compound_838,Lot_1,82.9915,705.326,4.4045,2.065,1.2579,2.0301,94.3631,31.2444,341.2876,0.4301
Compound_838,Lot_2,81.7188,705.9881,4.4499,2.0577,1.2307,1.9314,88.3281,29.7088,337.7582,0.4239
Compound_838,Lot_3,82.5941,717.4879,4.6189,2.0828,1.2554,1.8489,92.5135,29.9012,330.5502,0.4279
Compound_839,Lot_1,87.5913,669.5357,6.9526,2.3187,0.9344,2.3837,299.4528,40.7705,340.7981,0.0945
Compound_839,Lot_2,89.5353,645.7974,7.2561,2.2185,0.9667,2.5139,297.3969,39.2158,331.1896,0.0893
Compound_839,Lot_3,86.4317,680.0232,6.7491,2.1423,0.9954,2.5152,300.8401,39.4904,350.6393,0.0906
Compound_840,Lot_1,91.5543,646.3478,9.383,1.9995,1.3572,3.6608,191.5389,52.6917,451.6795,0.9681
Compound_840,Lot_2,91.4021,655.4959,9.576,1.9297,1.3901,3.4443,193.3135,51.88,426.8831,0.9877
Compound_840,Lot_3,93.2731,629.3401,9.3691,1.9853,1.3932,3.514,195.2419,49.2084,454.6215,0.9701
Compound_841,Lot_1,87.3403,905.3573,6.4889,1.5104,1.1485,1.087,53.4332,30.9071,299.9699,0.3977
Compound_841,Lot_2,86.327,881.545,6.2542,1.5968,1.0991,1.0947,49.7589,32.2151,303.7662,0.3711
Compound_841,Lot_3,87.1803,919.6128,6.2883,1.5965,1.1496,1.006,52.0187,30.6772,311.198,0.3664
Compound_842,Lot_1,91.9282,910.3763,4.1026,1.3802,0.8617,0.2497,234.5478,61.1887,393.628,0.1573
Compound_842,Lot_2,89.7338,862.8562,4.2195,1.4688,0.9024,0.239,238.8089,58.8573,393.2935,0.1507
Compound_842,Lot_3,91.2279,927.9842,4.2719,1.3476,0.9174,0.242,243.0967,61.8065,384.3925,0.1434
Compound_843,Lot_1,91.6764,654.0237,3.0639,0.5124,0.9273,1.6197,83.0208,102.6687,234.3072,0.133
Compound_843,Lot_2,95.6512,685.6764,3.1443,0.5009,0.9073,1.6168,79.5373,95.638,224.0508,0.133
Compound_843,Lot_3,93.9069,677.6925,2.9638,0.5422,0.9154,1.5145,81.6902,97.2279,219.2588,0.135
Compound_844,Lot_1,87.1144,768.429,1.5024,2.1504,1.5333,1.279,161.7618,11.7551,349.2523,0.4303
Compound_844,Lot_2,82.5081,777.209,1.6165,2.1555,1.4367,1.2125,165.0264,12.3707,357.944,0.3987
Compound_844,Lot_3,83.5286,747.4073,1.515,2.2399,1.5402,1.2715,166.9807,12.2622,370.4289,0.4244
Compound_845,Lot_1,86.4835,653.0911,6.6151,1.3248,0.9653,3.4787,185.2355,88.5807,146.4823,0.8196
Compound_845,Lot_2,82.5044,676.0862,7.0151,1.3943,0.932,3.5782,182.1792,83.9886,144.7255,0.7951
Compound_845,Lot_3,84.9651,642.367,6.9515,1.3389,0.9283,3.3087,199.4377,88.0852,143.5209,0.8004
Compound_846,Lot_1,91.768,634.8716,7.1348,1.4325,1.5332,0.6859,200.6713,43.1344,487.0723,0.3192
Compound_846,Lot_2,96.3814,628.7051,7.3301,1.3739,1.5199,0.677,215.5416,45.0553,489.9475,0.3272
Compound_846,Lot_3,88.943,646.5073,7.4889,1.3228,1.4525,0.686,213.0476,45.6475,490.7774,0.324
Compound_847,Lot_1,95.6647,896.0646,3.3696,2.0092,1.5077,1.2281,164.6217,54.793,216.5489,0.0149
Compound_847,Lot_2,101.1216,874.6744,3.5298,2.1013,1.4229,1.2241,167.1361,56.2822,220.5908,0.0159
Compound_847,Lot_3,94.4817,884.343,3.3574,2.0634,1.4558,1.3007,157.1675,54.3604,209.1826,0.0148
Compound_848,Lot_1,87.7669,679.6129,5.1976,0.8667,1.4587,3.445,69.6695,68.9215,358.4933,0.9571
Compound_848,Lot_2,80.629,716.8641,4.7695,0.813,1.4361,3.3987,68.497,66.137,345.6252,0.9324
Compound_848,Lot_3,82.4682,684.4857,4.9594,0.8378,1.4274,3.4253,68.6954,71.1057,366.3014,0.9142
Compound_849,Lot_1,83.7512,687.4002,9.0243,2.4707,1.2864,4.0156,69.9791,54.3373,195.6624,0.1725
Compound_849,Lot_2,76.2066,694.0707,9.0394,2.4588,1.2943,3.9731,72.2707,56.42,189.0955,0.1841
Compound_849,Lot_3,78.6045,655.7111,8.9583,2.2556,1.2787,3.9206,70.7249,55.1207,200.4348,0.1837
Compound_850,Lot_1,100.2481,666.8494,4.9921,2.4883,0.8883,5.0981,299.9653,60.2092,171.6441,0.3281
Compound_850,Lot_2,97.3357,635.7318,5.0174,2.4488,0.8954,5.0007,299.4038,59.3249,169.9588,0.3247
Compound_850,Lot_3,100.4542,625.4386,5.4534,2.4897,0.9592,5.0765,304.3153,57.2441,169.3218,0.3239
Compound_851,Lot_1,92.3986,697.6809,3.6339,2.49,0.8871,3.5433,51.357,61.9652,454.4729,0.292
Compound_851,Lot_2,91.048,698.504,3.6659,2.3696,0.8845,3.7203,51.7501,63.9105,443.5452,0.293
Compound_851,Lot_3,91.2649,677.3189,3.3726,2.4444,0.8655,3.6392,47.6843,61.9091,461.1949,0.2767
Compound_852,Lot_1,80.4801,821.5178,7.0702,1.9155,1.0562,1.2135,280.1768,94.4173,277.7141,0.8442
Compound_852,Lot_2,86.5227,766.7016,7.4987,1.9632,0.9787,1.2046,290.5619,97.3833,275.0214,0.8319
Compound_852,Lot_3,80.3503,784.5418,7.0724,1.8591,1.0297,1.3199,298.1808,96.0984,275.2384,0.8113
Compound_853,Lot_1,89.9679,728.8574,2.414,1.2972,1.1753,0.1062,159.7758,76.8033,385.2971,0.6043
Compound_853,Lot_2,92.9622,753.7138,2.4709,1.4151,1.1235,0.1116,166.6548,77.321,375.1738,0.6285
Compound_853,Lot_3,88.4785,757.3237,2.4193,1.2951,1.2274,0.1065,167.3526,84.1024,386.0763,0.6465
Compound_854,Lot_1,100.5814,617.5102,5.9863,2.0233,1.1537,1.6574,85.1195,90.6429,292.6997,0.9022
Compound_854,Lot_2,100.6285,581.5203,5.9277,2.0211,1.1835,1.5489,86.2663,86.3435,281.7095,0.9029
Compound_854,Lot_3,93.7868,615.1087,6.2651,2.0944,1.2041,1.6673,81.7252,90.6077,282.7951,0.8561
Compound_855,Lot_1,88.8992,809.1138,8.4827,1.8884,1.0713,2.5373,255.4569,44.8532,248.9535,0.0938
Compound_855,Lot_2,92.0263,797.7983,8.4096,1.8208,1.0371,2.4841,260.8383,42.4406,243.7659,0.0979
Compound_855,Lot_3,93.4078,810.2887,8.2419,1.9055,1.038,2.5726,252.366,41.5466,253.0036,0.0984
Compound_856,Lot_1,98.0059,650.8516,6.9289,1.3654,1.117,3.4644,68.4351,64.6689,410.873,0.8337
Compound_856,Lot_2,95.2419,647.8506,6.7017,1.3348,1.0569,3.4666,69.9427,65.3452,413.6787,0.8338
Compound_856,Lot_3,98.1895,608.8026,6.7262,1.3176,1.1322,3.3747,67.3455,66.1094,409.5633,0.8076
Compound_857,Lot_1,82.4175,858.4115,7.0584,2.2139,1.1663,2.8155,275.174,87.672,283.1293,0.2706
Compound_857,Lot_2,83.6935,880.8921,6.8463,2.356,1.1286,2.6578,290.5496,87.6807,268.7657,0.2864
Compound_857,Lot_3,80.9825,838.6711,6.9343,2.1576,1.1537,2.6972,283.6882,89.024,290.5832,0.2681
Compound_858,Lot_1,89.0686,748.2133,3.5445,1.0048,1.3424,0.3662,225.1856,26.6204,242.5283,0.0605
Compound_858,Lot_2,84.5478,747.0825,3.5763,1.0292,1.4139,0.3362,215.2139,25.9023,228.2909,0.0593
Compound_858,Lot_3,87.953,725.1736,3.4679,0.9914,1.4673,0.3335,208.475,25.0986,231.1999,0.062
Compound_859,Lot_1,88.7665,828.9609,9.2152,0.9785,1.0891,2.3473,272.203,77.3278,312.548,0.6845
Compound_859,Lot_2,84.7261,796.3083,8.5319,0.9277,1.077,2.4162,263.9435,79.9564,300.541,0.6905
Compound_859,Lot_3,88.717,858.5616,8.9561,0.9009,1.1096,2.3322,280.7428,79.1651,309.529,0.6896
Compound_860,Lot_1,97.6112,608.7972,4.5121,2.2081,1.3472,2.8045,180.8048,41.502,302.2703,0.6521
Compound_860,Lot_2,94.1277,618.5275,4.6263,2.3209,1.257,2.7432,176.9861,40.8184,305.5198,0.652
Compound_860,Lot_3,94.3075,623.9667,4.5966,2.3359,1.333,2.739,183.492,42.6324,317.8452,0.65
Compound_861,Lot_1,89.5705,781.9104,8.3919,0.8084,1.1607,2.0706,225.6244,31.3778,354.4372,0.8688
Compound_861,Lot_2,90.8707,784.7598,8.7843,0.8433,1.1598,2.1119,219.0963,33.9231,366.9718,0.9083
Compound_861,Lot_3,92.1907,849.8328,8.5226,0.7798,1.1373,2.0529,218.0411,33.0893,340.5027,0.8378
Compound_862,Lot_1,87.0727,846.5636,10.1572,0.7418,0.9786,4.8235,275.292,18.8131,109.3613,0.1636
Compound_862,Lot_2,85.9547,903.7323,10.4016,0.6943,0.9348,4.6733,276.9299,19.4917,110.5506,0.1632
Compound_862,Lot_3,90.6957,888.0283,9.8181,0.7194,0.9954,4.8972,277.4483,18.7197,104.9116,0.1652
Compound_863,Lot_1,99.9337,644.1705,5.6339,2.1942,0.7942,3.1379,114.6452,83.388,205.7818,0.6637
Compound_863,Lot_2,100.3001,662.1662,5.4916,2.1349,0.7841,3.0176,120.041,85.8925,207.4147,0.658
Compound_863,Lot_3,95.1862,628.2152,5.6536,2.1657,0.7755,3.0225,119.6901,86.9852,205.0727,0.7043
Compound_864,Lot_1,95.2475,659.4342,1.2944,1.2746,1.0274,4.0802,239.7311,50.5065,356.426,0.6014
Compound_864,Lot_2,91.8434,676.0325,1.2711,1.3231,1.019,4.1834,254.9043,50.539,351.7748,0.6284
Compound_864,Lot_3,93.2721,633.4275,1.3599,1.2758,0.9646,3.9623,247.0885,52.6607,338.8034,0.577
Compound_865,Lot_1,97.8526,739.9563,3.5893,1.0196,1.1264,2.2619,153.9648,17.3211,398.2334,0.2116
Compound_865,Lot_2,96.7814,739.3473,3.4456,0.9838,1.1459,2.1812,167.6697,18.6359,385.5629,0.2044
Compound_865,Lot_3,92.8314,750.2634,3.635,0.9817,1.2232,2.2231,155.4473,17.4761,397.9686,0.213
Compound_866,Lot_1,86.7304,704.0084,3.1045,1.6062,1.0165,2.1579,189.9827,28.7607,156.8786,0.8703
